fortnight_letter,fortnight,pre_covid,pre_outbreak,date,sentiment_score,video_category,additional_confirmed,additional_deaths,additional_recoveries,total_confirmed,total_deaths,total_recoveries,current_infections,date_avg,sent_avg_10,sent_avg_19,sent_avg_22,sent_avg_24,sent_avg_25,sent_avg_26,sent_avg_27,sent_avg_28,case_num,recovery_num,global_additional_confirmed,global_additional_deaths,global_additional_recoveries,global_total_confirmed,global_total_deaths,global_total_recoveries,global_current_infections
b,2,yes,yes,2019-11-15-2019-11-29,0.602438539,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.30649713,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.8728528,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.99536395,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.721003622,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.995382,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
b,2,yes,yes,2019-11-15-2019-11-29,0.328512281,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.8476863,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.9745506,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.858432253,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.9931201,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.43242958,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.994780332,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.982697487,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.544980253,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.927409679,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
c,3,yes,yes,2019-11-29-2019-12-13,0.56125956,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.93317306,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.607422791,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.501538679,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.17535867,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.9951557,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.044069039,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.686388224,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.626246711,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.994396359,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
d,4,yes,yes,2019-12-13-2019-12-27,0.409178413,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.9892852,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.9947094,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.981148928,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.05725423,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.99314827,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.992118031,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.9518814,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.995052278,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.02715529,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
e,5,yes,yes,2019-12-27-2020-01-10,0.994548,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.99185383,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.279253,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.510183581,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.624748603,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.956411391,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.094214374,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.9891915,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.8172356,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.444289132,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
f,6,yes,yes,2020-01-10-2020-01-24,0.831025809,Science and Technology,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.9946163,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.828385651,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.8477417,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.210925,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.98267716,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.7288104,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.5581923,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.995095,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.749762475,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
g,7,no,yes,2020-01-24-2020-02-07,0.916994641,Science and Technology,18,0,0,19,0,0,19,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.1776093,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.16435508,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.007612462,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.735858202,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.3225153,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.992729753,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.827626988,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.081127095,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.156121731,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
h,8,no,yes,2020-02-07-2020-02-21,0.560941525,Science and Technology,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.385107968,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.70507287,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.340041354,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.499172133,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.970831782,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.800503093,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.497072905,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.419345997,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.993261129,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
i,9,no,no,2020-02-21-2020-03-06,0.333762316,Science and Technology,239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.11842999,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.911671877,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.533842042,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.736086726,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.357270405,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.994974941,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.016339753,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.229004301,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.503096967,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
j,10,no,no,2020-03-06-2020-03-20,0.656488593,Science and Technology,14094,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.065262362,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.499672657,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.429973535,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.524039116,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.993338346,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.817930251,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.965527445,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.257843518,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.3225153,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
k,11,no,no,2020-03-20-2020-04-03,0.941537023,Science and Technology,229930,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.99230486,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.9046903,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.537889139,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.508412557,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.585996653,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.090264077,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.58117497,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.51838835,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.9776438,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
l,12,no,no,2020-04-03-2020-04-17,0.19585882,Science and Technology,456107,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.469461987,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.3225153,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.958443105,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.853625864,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.006627973,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.460250068,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.995129108,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.987565424,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.71674234,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
m,13,no,no,2020-04-17-2020-05-01,0.20272559,Science and Technology,403755,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
